"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"RVNL","Rail Vikas Nigam Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","RAIL VIKAS NIGAM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","05-Jun-2025 15:34:41","2025-06-05 15:34:41","05-Jun-2025 15:34:42","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57617_1463287_05062025033440_WEB.xml","4 KB"
"INFY","Infosys Limited","Updates","Infosys Limited has informed the Exchange regarding 'AI Takes Center Court, Infosys and FFT Unveil Innovative Fan Features for Roland-Garros 2025'.","05-Jun-2025 15:34:37","2025-06-05 15:34:37","05-Jun-2025 15:34:38","00:00:01","https://nsearchives.nseindia.com/corporate/Infosys_05062025153421_PR_05062025.pdf","353 KB"
"JUNIPER","Juniper Hotels Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Juniper Hotels Limited has informed the Exchange about Schedule of meet","05-Jun-2025 15:34:12","2025-06-05 15:34:12","05-Jun-2025 15:34:13","00:00:01","https://nsearchives.nseindia.com/corporate/9930371292_05062025153401_Intimation-signed.pdf","523 KB"
"RVNL","Rail Vikas Nigam Limited","Appointment","Rail Vikas Nigam Limited has informed the Exchange regarding Appointment of Mr Abhishek Kumar as Director (Finance) (Additional Charge) of the company w.e.f. Jun 05, 2025.","05-Jun-2025 15:33:49","2025-06-05 15:33:49","05-Jun-2025 15:33:50","00:00:01","https://nsearchives.nseindia.com/corporate/RVNL_05062025153327_ChangeinMgt05062025.pdf","577 KB"
"RSYSTEMS","R Systems International Limited","Updates","This has reference to  our letter No. SECT/12/2024/07 dated December 20, 2024, whereby it was informed that R Systems International Limited has entered into an agreement to sale on December 20, 2024 to sell the land and building of the Company, situated at Plot No. C-1 and C-40 situated at Sector 59, NOIDA, Gautam Budh Nagar, Uttar Pradesh along with some assets (hereinafter referred to as the (Said Properties) for a consideration of INR 505,000,000 (Rupees Fifty Crore and Fifty Lakh only).In this regard, we wish to apprise you that the Company has executed the Sale Deed on June 04, 2025 to sell the Said Properties and the said transaction is completed.","05-Jun-2025 15:31:28","2025-06-05 15:31:28","05-Jun-2025 15:31:29","00:00:01","https://nsearchives.nseindia.com/corporate/RSYSTEMS_05062025152844_RSYSTEMS.pdf","1.71 MB"
"ASTRAL","Astral Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Astral Limited has informed the Exchange about Intimation of Investor Meet","05-Jun-2025 15:29:04","2025-06-05 15:29:04","05-Jun-2025 15:29:05","00:00:01","https://nsearchives.nseindia.com/corporate/ASTRAL_05062025152822_Astral_Limited_Investor_meet_05062025.pdf","444 KB"
"SAMHI","Samhi Hotels Limited","Investor Presentation","Samhi Hotels Limited has informed the Exchange about Investor Presentation","05-Jun-2025 15:27:04","2025-06-05 15:27:04","05-Jun-2025 15:27:06","00:00:02","https://nsearchives.nseindia.com/corporate/Samhi_05062025152601_InvestorDay_Presentation2025_compressed.pdf","5.50 MB"
"SHYAMMETL","Shyam Metalics and Energy Limited","Monthly Business Updates","Shyam Metalics And Energy Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2025","05-Jun-2025 15:23:19","2025-06-05 15:23:19","05-Jun-2025 15:23:20","00:00:01","https://nsearchives.nseindia.com/corporate/SHYAMMETL_05062025152249_SalesRelease05062025.pdf","1.91 MB"
"DCMSHRIRAM","DCM Shriram Limited","Shareholders meeting","DCM Shriram Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot","05-Jun-2025 15:18:07","2025-06-05 15:18:07","05-Jun-2025 15:18:07","00:00:00","https://nsearchives.nseindia.com/corporate/DCMSHRIRAM_05062025151347_DCMPostalBallotResult4JUNE2025SIGNED.pdf","715 KB"
"PODDARHOUS","Poddar Housing and Development Limited","Updates","Poddar Housing and Development Limited has informed the Exchange regarding 'Book Closure'.","05-Jun-2025 15:12:03","2025-06-05 15:12:03","05-Jun-2025 15:12:04","00:00:01","https://nsearchives.nseindia.com/corporate/PODDARHOUS_05062025151150_PoddarHousingBookClosureIntimation.pdf","858 KB"
"TRITURBINE","Triveni Turbine Limited","Updates","Triveni Turbine Limited has informed the Exchange regarding 'Change of email address of the Company for shareholders  related communications and correspondences'.","05-Jun-2025 15:11:52","2025-06-05 15:11:52","05-Jun-2025 15:11:53","00:00:01","https://nsearchives.nseindia.com/corporate/TRITURBINE_05062025151135_STX-Change_of_email_ID.pdf","211 KB"
"PODDARHOUS","Poddar Housing and Development Limited","Updates","Poddar Housing and Development Limited has informed the Exchange regarding 'AGM Intimation'.","05-Jun-2025 15:10:29","2025-06-05 15:10:29","05-Jun-2025 15:10:30","00:00:01","https://nsearchives.nseindia.com/corporate/PODDARHOUS_05062025151020_PoddarHousing42ndAGMIntimation.pdf","492 KB"
"IPCALAB","IPCA Laboratories Limited","Copy of Newspaper Publication","IPCA Laboratories Limited has informed the Exchange about Copy of Newspaper Publication","05-Jun-2025 15:10:21","2025-06-05 15:10:21","05-Jun-2025 15:10:22","00:00:01","https://nsearchives.nseindia.com/corporate/IPCALAB_05062025151010_IEPFnoticeintimationlettersigned.pdf","4.48 MB"
"UNIONBANK","Union Bank of India","Analysts/Institutional Investor Meet/Con. Call Updates","Union Bank of India has informed the Exchange about OUTCOME","05-Jun-2025 15:10:07","2025-06-05 15:10:07","05-Jun-2025 15:10:07","00:00:00","https://nsearchives.nseindia.com/corporate/UNIONBANK_05062025150937_outcome_Analyst_Meet_05062025_NSE_BSE.pdf","261 KB"
"BEL","Bharat Electronics Limited","Press Release","Bharat Electronics Limited has informed the Exchange regarding a press release dated Jun 05, 2025, titled ""BEL Recived Orders Worth Rs. 2323 Crores"".","05-Jun-2025 15:08:30","2025-06-05 15:08:30","05-Jun-2025 15:08:31","00:00:01","https://nsearchives.nseindia.com/corporate/BEL_05062025150614_SE_INT_PRESS_RELEASE_05062025.pdf","1.06 MB"
"WOCKPHARMA","Wockhardt Limited","Investor Presentation","Wockhardt Limited has informed the Exchange about Investor Presentation","05-Jun-2025 15:05:55","2025-06-05 15:05:55","05-Jun-2025 15:05:56","00:00:01","https://nsearchives.nseindia.com/corporate/WOCKPHARMA_05062025150511_WLSEupdatedinvpresentations.pdf","4.32 MB"
"SADHNANIQ","Sadhana Nitrochem Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","SADHANA NITROCHEM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","05-Jun-2025 15:04:49","2025-06-05 15:04:49","05-Jun-2025 15:04:51","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57615_1463269_05062025030448_WEB.xml","3 KB"
"SANOFI","Sanofi India Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","SANOFI INDIA LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","05-Jun-2025 15:01:15","2025-06-05 15:01:15","05-Jun-2025 15:01:16","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57614_1463266_05062025030114_WEB.xml","3 KB"
"MACPOWER","Macpower CNC Machines Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Macpower CNC Machines Limited has informed the Exchange about Schedule of meet","05-Jun-2025 14:53:37","2025-06-05 14:53:37","05-Jun-2025 14:53:38","00:00:01","https://nsearchives.nseindia.com/corporate/MACPOWER_05062025112148_IntimationforAgilityAdvisorsPlantVisiton06062025.pdf","2.66 MB"
"ASMS","Bartronics India Limited","Board Meeting Intimation","BARTRONICS INDIA LIMITED has informed the Exchange about Board Meeting to be held on 10-Jun-2025 to consider Other business.","05-Jun-2025 14:53:34","2025-06-05 14:53:34","05-Jun-2025 14:53:35","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_57613_1463255_05062025025333_WEB.xml","2 KB"
"PARKHOTELS","Apeejay Surrendra Park Hotels Limited","Updates","Apeejay Surrendra Park Hotels Limited has informed the Exchange regarding 'Press Release regarding recognition of ""Ran Baas, The Palace"" as one of the World's Most Beautiful Hotels by Prix Versailles 2025'.","05-Jun-2025 14:51:28","2025-06-05 14:51:28","05-Jun-2025 14:51:29","00:00:01","https://nsearchives.nseindia.com/corporate/ASPHL_05062025145011_Press_Release.pdf","887 KB"
"ELGIEQUIP","Elgi Equipments Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Elgi Equipments Limited has informed the Exchange about Schedule of meet","05-Jun-2025 14:50:59","2025-06-05 14:50:59","05-Jun-2025 14:51:00","00:00:01","https://nsearchives.nseindia.com/corporate/ELGIEQUIP_05062025145027_InvestorsCallIntimation12062025.pdf","565 KB"
"ICICIBANK","ICICI Bank Limited","General Updates","ICICI Bank Limited has informed the Exchange about Disclosure under Regulation 30 read with para A of Schedule III and Regulation 46(2) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015","05-Jun-2025 14:38:44","2025-06-05 14:38:44","05-Jun-2025 14:38:44","00:00:00","https://nsearchives.nseindia.com/corporate/ICICIBANK11_05062025143804_BSENSE.pdf","186 KB"
"RUSHABEAR","Rushabh Precision Bearings Limited","General Updates","Rushabh Precision Bearings Limited has informed the Exchange that due to clerical error we are submitting the outcome. Please note that there are no changes in the financial results submitted by the Company.","05-Jun-2025 14:36:25","2025-06-05 14:36:25","05-Jun-2025 14:36:26","00:00:01","https://nsearchives.nseindia.com/corporate/RUSHABEAR_05062025143610_Revised_BM_Outcome_SE_Signed.pdf","3.26 MB"
"YATRA","Yatra Online Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Yatra Online Limited has informed the Exchange about Transcript","05-Jun-2025 14:35:27","2025-06-05 14:35:27","05-Jun-2025 14:35:28","00:00:01","https://nsearchives.nseindia.com/corporate/YATRA2022_05062025143203_IntimationTranscriptSD.pdf","523 KB"
"ALICON","Alicon Castalloy Limited","Spurt in Volume","Significant increase in volume has been observed in Alicon Castalloy Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Alicon Castalloy Limited has submitted their response.","05-Jun-2025 14:34:36","2025-06-05 14:34:36","05-Jun-2025 14:34:37","00:00:01","https://nsearchives.nseindia.com/corporate/ALICON_23052025105512_Let__to_SE_-_Clarification.pdf","393 KB"
"NATIONALUM","National Aluminium Company Limited","Rumour Verification - Regulation 30(11)","National Aluminium Company Limited has informed the Exchange about Rumour Verification - Regulation 30(11) Clarification under Regulation 30(11) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ) on news article appearing in  Mainstream Media.","05-Jun-2025 14:27:27","2025-06-05 14:27:27","05-Jun-2025 14:27:29","00:00:02","https://nsearchives.nseindia.com/corporate/bharatsahu_05062025142711_LetterNewsClarification.pdf","462 KB"
"LTFOODS","LT Foods Limited","Analysts/Institutional Investor Meet/Con. Call Updates","LT Foods Limited has informed the Exchange about Schedule of meet","05-Jun-2025 14:27:26","2025-06-05 14:27:26","05-Jun-2025 14:27:27","00:00:01","https://nsearchives.nseindia.com/corporate/532783_05062025142705_InvestorsCall.pdf","430 KB"
"HDFCLIFE","HDFC Life Insurance Company Limited","ESOP/ESOS/ESPS","HDFC Life Insurance Company Limited has informed the Exchange regarding Allotment of 1114557  Shares.","05-Jun-2025 14:18:03","2025-06-05 14:18:03","05-Jun-2025 14:18:04","00:00:01","https://nsearchives.nseindia.com/corporate/PRASAD_05062025141642_ESOPSEIntimationsigned.pdf","2.32 MB"
"VIRINCHI","Virinchi Limited","Notice Of Shareholders Meetings-XBRL","VIRINCHI LIMITED has informed the Exchange about Notice of Shareholders Meeting for Extra-ordinary Meeting to be held on 27-Jun-2025","05-Jun-2025 14:17:12","2025-06-05 14:17:12","05-Jun-2025 14:17:13","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1463250_05062025021711_WEB.xml","4 KB"
"VIRINCHI","Virinchi Limited","Shareholders meeting","Virinchi Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on Jun 27, 2025","05-Jun-2025 14:16:31","2025-06-05 14:16:31","05-Jun-2025 14:16:31","00:00:00","https://nsearchives.nseindia.com/corporate/VIRINCHI1303_05062025141534_SE_intimation_EGM_notice.pdf","12.39 MB"
"NAGREEKCAP","Nagreeka Capital & Infrastructure Limited","Record Date","Nagreeka Capital & Infrastructure Limited has informed the Exchange that Record date for the purpose of Meeting  is 16-Sep-2025.","05-Jun-2025 14:14:37","2025-06-05 14:14:37","05-Jun-2025 14:14:38","00:00:01","https://nsearchives.nseindia.com/corporate/NAGREEKCAP_05062025140303_NCILIntimationofbookclosureocr.pdf","331 KB"
"BURNPUR","Burnpur Cement Limited","Action(s) initiated or orders passed","Burnpur Cement Limited has informed the Exchange about Action(s) initiated or orders passed","05-Jun-2025 14:07:50","2025-06-05 14:07:50","05-Jun-2025 14:07:51","00:00:01","https://nsearchives.nseindia.com/corporate/BURNPURCEMENT_05062025140711_Intimation_of_Penalties.pdf","465 KB"
"ONELIFECAP","Onelife Capital Advisors Limited","Copy of Newspaper Publication","Onelife Capital Advisors Limited has informed the Exchange about Copy of Newspaper Publication for EOGM Notice","05-Jun-2025 14:07:06","2025-06-05 14:07:06","05-Jun-2025 14:07:06","00:00:00","https://nsearchives.nseindia.com/corporate/ONELIFECAP_05062025140625_OCALNEWSPAPERMERGEDFINAL.pdf","9.02 MB"
"PIDILITIND","Pidilite Industries Limited","Shareholders meeting","Pidilite Industries Limited has informed the Exchange regarding voting results of  Postal Ballot","05-Jun-2025 13:53:17","2025-06-05 13:53:17","05-Jun-2025 13:53:17","00:00:00","https://nsearchives.nseindia.com/corporate/Nisha_05062025134922_SEIntimationPBMinutes.pdf","970 KB"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","Notice Of Shareholders Meetings-XBRL","ICICI Prudential Life Insurance Company Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 27-Jun-2025","05-Jun-2025 13:52:47","2025-06-05 13:52:47","05-Jun-2025 13:52:48","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1463246_05062025015246_WEB.xml","41 KB"
"DYCL","Dynamic Cables Limited","Notice Of Shareholders Meetings-XBRL","DYNAMIC CABLES LIMITED has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 30-Jun-2025","05-Jun-2025 13:52:36","2025-06-05 13:52:36","05-Jun-2025 13:52:37","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1463245_05062025015235_WEB.xml","17 KB"
"ZAGGLE","Zaggle Prepaid Ocean Services Limited","General Updates","Zaggle Prepaid Ocean Services Limited has informed the Exchange about General Updates","05-Jun-2025 13:48:07","2025-06-05 13:48:07","05-Jun-2025 13:48:08","00:00:01","https://nsearchives.nseindia.com/corporate/ZAGGLE_05062025134744_SEINTIMATION.pdf","4.64 MB"
"IFGLEXPOR","IFGL Refractories Limited","Credit Rating","IFGL Refractories Limited has informed the Exchange about Credit Rating","05-Jun-2025 13:48:03","2025-06-05 13:48:03","05-Jun-2025 13:48:03","00:00:00","https://nsearchives.nseindia.com/corporate/IFGLEXPOR_05062025134555_CreditRating.pdf","707 KB"
"RAMASTEEL","Rama Steel Tubes Limited","Press Release","Rama Steel Tubes Limited has informed the Exchange regarding a press release dated Jun 05, 2025, titled ""Media Release / Press Release, pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015."".","05-Jun-2025 13:47:11","2025-06-05 13:47:11","05-Jun-2025 13:47:12","00:00:01","https://nsearchives.nseindia.com/corporate/RAMASTEEL_05062025134703_Mediarelease05062025.pdf","831 KB"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Alteration Of Capital and Fund Raising-XBRL","JB Chemicals & Pharmaceuticals Limited has informed the Exchange regarding Allotment of Securities","05-Jun-2025 13:45:28","2025-06-05 13:45:28","05-Jun-2025 13:45:29","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1463244_05062025014527_WEB.xml","4 KB"
"MSUMI","Motherson Sumi Wiring India Limited","Copy of Newspaper Publication","Motherson Sumi Wiring India Limited has informed the Exchange about Copy of Newspaper Publication","05-Jun-2025 13:41:55","2025-06-05 13:41:55","05-Jun-2025 13:41:56","00:00:01","https://nsearchives.nseindia.com/corporate/MSWIL_05062025134138_NewspaperDisclosure.pdf","2.77 MB"
"PFC","Power Finance Corporation Limited","General Updates","Power Finance Corporation Limited has informed the Exchange about Transfer of MEL Power Transmission Limited (wholly owned subsidiary of PFC Consulting Limited) (wholly owned subsidiary of Power Finance Corporation Limited).","05-Jun-2025 13:38:59","2025-06-05 13:38:59","05-Jun-2025 13:39:01","00:00:02","https://nsearchives.nseindia.com/corporate/PFC2023_05062025133842_Intimation05062025_signed.pdf","518 KB"
"AADHARHFC","Aadhar Housing Finance Limited","Alteration Of Capital and Fund Raising-XBRL","Aadhar Housing Finance Limited has informed the Exchange regarding Allotment of Securities","05-Jun-2025 13:37:18","2025-06-05 13:37:18","05-Jun-2025 13:37:18","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1463237_05062025013717_WEB.xml","4 KB"
"AADHARHFC","Aadhar Housing Finance Limited","Allotment of Securities","Aadhar Housing Finance Limited has informed the Exchange regarding allotment of 20000 securities pursuant to Non Convertible Securities at its meeting held on Jun 05, 2025","05-Jun-2025 13:35:54","2025-06-05 13:35:54","05-Jun-2025 13:35:55","00:00:01","https://nsearchives.nseindia.com/corporate/AHFL2021_05062025133438_Intimation.pdf","237 KB"
"ROLTA","Rolta India Limited","Corporate Insolvency Resolution Process-XBRL","ROLTA INDIA LIMITED has informed the Exchange about Corporate Insolvency Resolution Process for the event related to Prior or Post-facto intimation of the meetings of Committee of Creditors","05-Jun-2025 13:32:48","2025-06-05 13:32:48","05-Jun-2025 13:32:48","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/CIRP_1463234_05062025013247_WEB.xml","5 KB"
"ASHOKLEY","Ashok Leyland Limited","General Updates","Ashok Leyland Limited has informed the Exchange about Newspaper Advertisement","05-Jun-2025 13:30:40","2025-06-05 13:30:40","05-Jun-2025 13:30:41","00:00:01","https://nsearchives.nseindia.com/corporate/ASHOKLEY_05062025132901_19PostalballotpublicationJune25.pdf","4.64 MB"
"SAREGAMA","Saregama India Limited","Spurt in Volume","Significant increase in volume has been observed in Saregama India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Saregama India Limited has submitted their response.","05-Jun-2025 13:30:39","2025-06-05 13:30:39","05-Jun-2025 13:30:39","00:00:00","https://nsearchives.nseindia.com/corporate/SAREGAMA_05062025133016_Nseletter.pdf","271 KB"
"CENTURYPLY","Century Plyboards (India) Limited","Notice Of Shareholders Meetings-XBRL","Century Plyboards (India) Limited has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot","05-Jun-2025 13:29:17","2025-06-05 13:29:17","05-Jun-2025 13:29:18","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1463232_05062025012916_WEB.xml","7 KB"
"POONAWALLA","Poonawalla Fincorp Limited","Allotment of Securities","Poonawalla Fincorp Limited has informed the Exchange regarding allotment of 25000 securities pursuant to Non Convertible Securities at its meeting held on Jun 05, 2025","05-Jun-2025 13:29:06","2025-06-05 13:29:06","05-Jun-2025 13:29:07","00:00:01","https://nsearchives.nseindia.com/corporate/POONAWALLA_05062025132838_PFLIntimationAllotmentofNCDs05062025.pdf","1.78 MB"
"ROLTA","Rolta India Limited","Corporate Insolvency Resolution Process","Rolta India Limited has informed the Exchange about Corporate Insolvency Resolution Process","05-Jun-2025 13:28:01","2025-06-05 13:28:01","05-Jun-2025 13:28:02","00:00:01","https://nsearchives.nseindia.com/corporate/ROLTA_05062025132653_Prior_Intimation_of_35th_CoC_Signed.pdf","378 KB"
"COALINDIA","Coal India Limited","Press Release","Coal India Limited has informed the Exchange regarding a press release dated Jun 05, 2025, titled ""CIL s eco-friendly FMC loading up 34% in FY 2025"".","05-Jun-2025 13:24:18","2025-06-05 13:24:18","05-Jun-2025 13:24:19","00:00:01","https://nsearchives.nseindia.com/corporate/COALINDIA_05062025132355_press_release050625.pdf","1.19 MB"
"WINSOME","Winsome Yarns Limited","General Updates","Winsome Yarns Limited has informed the Exchange about General Updates","05-Jun-2025 13:23:38","2025-06-05 13:23:38","05-Jun-2025 13:23:39","00:00:01","https://nsearchives.nseindia.com/corporate/WINSOMYARN_05062025132319_CoC_Meeting_Intimation.pdf","391 KB"
"NAVA","NAVA LIMITED","General Updates","NAVA LIMITED has informed the Exchange about General Updates","05-Jun-2025 13:23:16","2025-06-05 13:23:16","05-Jun-2025 13:23:17","00:00:01","https://nsearchives.nseindia.com/corporate/NBVENTURES_05062025132222_Clarification.pdf","270 KB"
"CENTURYPLY","Century Plyboards (India) Limited","Shareholders meeting","Century Plyboards (India) Limited has informed the Exchange regarding Notice of Postal Ballot","05-Jun-2025 13:22:31","2025-06-05 13:22:31","05-Jun-2025 13:22:31","00:00:00","https://nsearchives.nseindia.com/corporate/CENTURYPLY_05062025131948_CPIL_Notice_of_Postal_Ballot.pdf","689 KB"
"FIVESTAR","Five-Star Business Finance Limited","Credit Rating- Others","Five-Star Business Finance Limited has informed the Exchange about Reaffirmation of Credit Rating.","05-Jun-2025 13:20:28","2025-06-05 13:20:28","05-Jun-2025 13:20:29","00:00:01","https://nsearchives.nseindia.com/corporate/FIVESTAR_05062025131946_IntimationtoSECreditratingCARE.pdf","413 KB"
"TVSMOTOR","TVS Motor Company Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","TVS MOTOR COMPANY LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","05-Jun-2025 13:18:42","2025-06-05 13:18:42","05-Jun-2025 13:18:43","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57611_1463230_05062025011842_WEB.xml","3 KB"
"ECLERX","eClerx Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","eClerx Services Limited has informed the Exchange about Intimation","05-Jun-2025 13:18:39","2025-06-05 13:18:39","05-Jun-2025 13:18:40","00:00:01","https://nsearchives.nseindia.com/corporate/ECLERX_05062025131504_BSENSEInvMeetDymonAsiaCapital05062025.pdf","239 KB"
"DAMCAPITAL","Dam Capital Advisors Limited","Copy of Newspaper Publication","Dam Capital Advisors Limited has informed the Exchange about Copy of Newspaper Publication","05-Jun-2025 13:18:01","2025-06-05 13:18:01","05-Jun-2025 13:18:02","00:00:01","https://nsearchives.nseindia.com/corporate/DAMCAPITAL_05062025131754_Intimation_of_Newspaper_After_Dispatch_of_Notice_Signed.pdf","6.60 MB"
"BAJAJHFL","Bajaj Housing Finance Limited","Alteration Of Capital and Fund Raising-XBRL","BAJAJ HOUSING FINANCE LIMITED has informed the Exchange regarding Allotment of Securities","05-Jun-2025 13:16:04","2025-06-05 13:16:04","05-Jun-2025 13:16:05","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1463224_05062025011604_WEB.xml","4 KB"
"ZEELEARN","Zee Learn Limited","Disclosure of material issue","Zee Learn Limited has informed regarding Disclosure of material issue","05-Jun-2025 13:16:01","2025-06-05 13:16:01","05-Jun-2025 13:16:02","00:00:01","https://nsearchives.nseindia.com/corporate/corpaffairs_05062025131518_Intimation_Acre.pdf","393 KB"
"GOCOLORS","Go Fashion (India) Limited","Press Release","Go Fashion (India) Limited has informed the Exchange regarding a press release dated Jun 05, 2025, titled ""Go Colors opens First International Store in Dubai s Silicon Central Mall"".","05-Jun-2025 13:10:33","2025-06-05 13:10:33","05-Jun-2025 13:10:34","00:00:01","https://nsearchives.nseindia.com/corporate/GOCOLORS_05062025131017_PressreleaseDubaistoreopening2025.pdf","781 KB"
"FCL","Fineotex Chemical Limited","General Updates","Fineotex Chemical Limited has informed the Exchange about General Updates of Investor Meet","05-Jun-2025 13:09:01","2025-06-05 13:09:01","05-Jun-2025 13:09:03","00:00:02","https://nsearchives.nseindia.com/corporate/FCL_05062025130854_Reg30IntimationInvestorMeet06062025.pdf","237 KB"
"TVSMOTOR","TVS Motor Company Limited","General Updates","TVS Motor Company Limited has informed the Exchange about Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015","05-Jun-2025 13:06:32","2025-06-05 13:06:32","05-Jun-2025 13:06:32","00:00:00","https://nsearchives.nseindia.com/corporate/TVSMOTOR_05062025130606_TVSM_ROTATION_SD.pdf","245 KB"
"BAJAJHFL","Bajaj Housing Finance Limited","Issue of Securities","Bajaj Housing Finance Limited has informed the Exchange about issue of Securities","05-Jun-2025 13:03:21","2025-06-05 13:03:21","05-Jun-2025 13:03:22","00:00:01","https://nsearchives.nseindia.com/corporate/BHFL_05062025130230_SE_intimation_allotment_under_S32T9.pdf","334 KB"
"TRU","TruCap Finance Limited","Copy of Newspaper Publication","TruCap Finance Limited has informed the Exchange about copy of Newspaper Publication with respect to dispatch of notice of Extra-Ordinary General Meeting of the Company scheduled to be held on June 25, 2025.","05-Jun-2025 13:02:27","2025-06-05 13:02:27","05-Jun-2025 13:02:28","00:00:01","https://nsearchives.nseindia.com/corporate/Trucap_05062025130207_Intimation_to_SE_Post_Dispatch_Newspaper_Publication-EGM.pdf","5.78 MB"
"TVSMOTOR","TVS Motor Company Limited","Change in Management","TVS Motor Company Limited has informed the Exchange about Elevation of Mr Sudarshan Venu, Managing Director, as Chairman of the Company effective 25th August 2025","05-Jun-2025 13:01:34","2025-06-05 13:01:34","05-Jun-2025 13:01:35","00:00:01","https://nsearchives.nseindia.com/corporate/TVSMOTOR_05062025130120_TVSM_SV_ELEVATION_SD.pdf","396 KB"
"GEPIL","GE Power India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","GE Power India Limited has informed the Exchange about Transcript","05-Jun-2025 13:01:21","2025-06-05 13:01:21","05-Jun-2025 13:01:22","00:00:01","https://nsearchives.nseindia.com/corporate/GEPILDEE_05062025130112_transss.pdf","137 KB"
"BAJAJELEC","Bajaj Electricals Limited","General Updates","Bajaj Electricals Limited has informed the Exchange about General Updates","05-Jun-2025 13:00:28","2025-06-05 13:00:28","05-Jun-2025 13:00:29","00:00:01","https://nsearchives.nseindia.com/corporate/BAJAJELEC_05062025125815_SignedDraftSEIntimationAmenstySchemeJune42025.pdf","246 KB"
"INTELLECT","Intellect Design Arena Limited","Press Release","Intellect Design Arena Limited has informed the Exchange regarding a press release dated Jun 05, 2025, titled ""Multi Country Large Deal Win - Intellect Announces Milestone Deal with a Large South African Bank for Nine-Country Rollout of eMACH.ai Digital Engagement Platform."".","05-Jun-2025 12:59:53","2025-06-05 12:59:53","05-Jun-2025 12:59:54","00:00:01","https://nsearchives.nseindia.com/corporate/INTELLECT_05062025125917_PressRelease0506025Signed.pdf","1.21 MB"
